location,text,gpt_text
Malaysia,"'Tan Sri Dato' Dr Yahya bin Awang (MBBS 1974), originally from Muar Johor, is a Malaysian cardiothoracic surgeon; born to the former state governor (Yang Di Pertua) of Pulau Pinang Malaysia (1981–1989), Tun Datuk Dr Haji Awang bin Hassan and Toh Puan Khadijah Abdul Rahman, sister of Tun Dr Ismail Abdul Rahman, the 2nd Deputy Prime Minister of '","[""'Jalan Sultan Yahya Petra (Formerly Jalan Semarak / Jalan Henry Gurney) is a major road in Kuala Lumpur, '"", ""'The title of Datuk was given to Sekhar at the early age of 26 by Yang di Pertuan Besar of Negeri Sembilan, Tuanku Ja'afar Ibni Almarhum Tuanku Abdul Rahman on his 71st birthday, who was at that time the 10th Yang di Pertuan Agong of '"", ""'Yang Amat Mulia Tunku Laxamana Tunku Dato' Seri Utama Naquiyuddin Tuanku Ja'afar DK, DKYR, SPNS, SPMP, PPT, is the eldest son of Tuanku Jaafar ibni Almarhum Tuanku Abdul Rahman, the Yang di-Pertuan Besar of Negeri Sembilan, who was also a former Yang di-Pertuan Agong (King) of '"", ""'Taman Tuanku Jaafar is a major township in Negeri Sembilan, '"", ""'Sekolah Menengah Sains Tuanku Jaafar (English: Tuanku Jaafar Science Secondary School) or STJ is a fully residential schools (Sekolah Berasrama Penuh) in the state of Negeri Sembilan, '"", ""'Yang Amat Mulia Tunku Tan Sri Imran ibni al-Marhum Tuanku Ja’afar al-Haj, Tunku Muda, of Serting, (born 21 March 1948) is the second son of late Tuanku Jaafar (1922–2008), elected monarch of Negeri Sembilan, one of the thirteen states of '""]"
Manchester,"'A quotation from the novel forms the epitaph on the tombstone of Tony Wilson, one of the founders of Factory Records in '","[""'He also presented two series of Turn On Terry with regular guest Anthony H Wilson and numerous other programmes for ITV, MTV, VH1, Channel 4 as well as a variety of different local and national radio programmes on stations including Radio 4, BBC6 Music, Talksport, Century Radio, Key 103, Signal and BBC's Radio Derby and '"", ""'Whitworth Hall is named after Mancunian industrialist, Sir Joseph Whitworth, who bequeathed much of his fortune to fund public developments in '""]"
Medina,'The revolt of Husayn ibn Ali ibn Hasan broke out when Husayn declared himself caliph in ',"[""'There was another daughter of Husayn, Fatima Al Sughra bint Al-Husayn, who was supposed to be ill and left behind at '"", ""'He was Appointed by Imam Mohammad al-Baqir to work in '"", ""'A fifth of the booty was sent to Umar in '""]"
Melbourne,"'Davies again took ship to London, but on the orders of the new attorney-general, Isaac Isaacs, he was arrested in Colombo and brought back to '","[""'The Roy Grounds House is located at 24 Hill Street, Toorak in '"", ""'The Roy Grounds House was designed as a prototype for Roy’s latter project 10 years later on the National Gallery of Victoria (NGV) located on St.Kilda Road, '"", ""'Edward Duyker (born 21 March 1955) is an Australian historian, biographer and author born in '""]"
Mexico,"'Ely Guerra (born Elizabeth Guerra Vázquez, February 13, 1972) is a Mexican singer-songwriter who was raised in Monterrey, Nuevo Leon, '","['\'Los Momentos (""The Moments"") is the sixth studio album by Mexican recording artist Julieta Venegas, was released 19 March 2013 by Sony Music \'', ""'A great-grandson of Miguel Barbachano y Tarraso, a five-time governor of Yucatán, he was born in Mérida, Yucatán, '"", ""'Enrique Juan Yañez González (August 24, 1919 – September 18, 2004), best known under the ring name Enrique Llanes, was one of the premier Hispanic professional wrestlers in the early days of Lucha Libre when most wrestlers were imported from outside of '"", ""'Sergio Arturo Castro Martínez (born March 12, 1941) is a Mexican humanitarian who resides in San Cristóbal de las Casas, Chiapas, '""]"
Milan,'Giovanni Ambrogio Figino (1548/1551 – 11 October 1608) was an Italian Renaissance painter from ',"[""'She studied with the renowned Giannina Arangi-Lombardi in '"", '\'The Fontana a Pinocchio (""Fountain dedicated to Pinocchio"") is a fountain located in a traffic island in Corso Indipendenza, a central avenue of \'', ""'He also had assiduous contacts and links with the international Zero movement (both in the Netherlands and Germany), documented by major exhibitions such as “Zero” in London, 1964, and the touring exhibition “ZERO Avantgarde”, which began in Lucio Fontana’s studio in Milan in 1965.1965 marked the start of a long period of collaboration with Renato Cardazzo, director of the Galleria del Cavallino in Venice and the Galleria del Naviglio in '"", ""'He appears to have been a more prolific symphonic composer during this period than even the better-known Giovanni Battista Sammartini and seems to have been active in or near '"", ""'Along with Umberto Veronesi he is the founding editor of ecancermedicalscience, an open access cancer journal from the European Institute of Oncology in '"", ""'A native of Milan and a relative of Andrea Alciato, he became one of the most important law professors in '"", ""'Beatrice d'Este (alternately Beatrix d'Este) usually refers to the daughter of Ercole I d'Este and Duchess of '"", ""'He was born in Milan in 1789, he was a pupil of Giuseppe Longhi at the Brera Academy of '"", ""'Therefore, Caspar could be Giuseppe Longhi’s and Pietro Anderloni’s student for about four years in '"", ""'Camillo Bozzolo (May 30, 1845 – February 28, 1920) was an Italian physician who was a native of '"", ""'His father, Camillo, came from Sorisole (Bergamo), her mother, Natalina Clerici, from Precotto, a neighbourhood of '"", ""'Santuario di San Camillo de Lellis is a church in '"", ""'He was the pupil of Camillo Boito and Luca Beltrami to the Brera Academy in '"", ""'A follower of Giovanni Antonio Amadeo, from 1483 he worked on Santa Maria presso San Satiro and other buildings in '""]"
Moldova,"'It was signed in Moscow on 8 May 1997, by Moldovan President Petru Lucinschi and Transnistrian President Igor Smirnov, with the mediation of the Russian Federation, Ukraine and Niels Helveg Petersen on behalf of the Organization for Security and Co-operation in Europe Mission in '","[""'Chiril Gaburici ([ˈkiril gaburiʃʲ]; born 23 November 1976) is a Moldovan businessman and former Prime Minister of '""]"
Montreal,"'He served on the Montreal city council from 1978 to 1986, representing the Parc-Extension ward as a member of mayor Jean Drapeau's Civic Party of '","[""'Bélanger was a member of mayor Jean Drapeau's Civic Party of '"", ""'The event was held in the Parc Jean Drapeau Aquatic Complex located at the Parc Jean-Drapeau in '"", ""'Lunice Fermin Pierre II (born 1988), better known by his stage name Lunice, is a producer and DJ from '"", ""'The daughter of John Armour Robertson and Jessie Anne Christie, she was born in Montreal and studied with William Brymner, Maurice Cullen and Randolph Hewton at the Art Association of '""]"
Morocco,"'In the late 8th century it became the seat of Idris ibn Abdallah, the founder of the Idrisid dynasty and the state of '","[""'The city was founded in 1471, as a small fortress which still exists to this day, by Moulay Ali Ben Moussa Ben Rached El Alami (a descendant of Ibn Machich and Idris I, and through them, of the Islamic prophet Muhammad) to fight the Portuguese invasions of northern '"", ""'Idris II (791-828)(Arabic: إدريس الثاني) was the son of Idris I, the founder of the Idrisid dynasty in '""]"
Moscow,'In 1899 he won the match with Boris Grigoriev and became the first champion of ',"[""'Semyon Semyonovich Abamelik-Lazarev, Semen Semenovich Abamelek-Lazarev or Abamelik-Lazaryan (1857, Moscow - 1916, Kislovodsk, buried in Saint-Petersburg) was a Russian-Armenian principal, archaeologist and geologist, a member of Russian Geographical Union, the honorary supervisor of the Lazarian Seminary in '"", ""'In the La Verità journal in 1936, Bombacci confessed “his adhesion to Fascism but also to Communism,” writing: “Fascism has made grandiose Social Revolution, Mussolini and Lenin, Soviet and Fascist corporate state, Rome and '"", ""'Lenin in Kremlin is a painting by Nikolai Nikolaevich Baskakov (Russian: Никола′й Никола′евич Баска′ков, 1918–1993), where he depicts Vladimir Lenin in his office in Kremlin, after a moving of the Soviet government from Petrograd to '"", ""'Shamrai graduated from the Lenin Pedagogical Institute of the Moscow Region and worked as a coach at the Spartak club in '"", ""'Boris Anatolyevich Mosolov (born 20 May 1948) is a Soviet modern pentathlete, born in '"", ""'Leading a large Tatar army he defeated Vasili III of Russia near '"", ""'Together their army defeated Vasili III of Russia near '"", ""'Gromyko retired from political life in 1988 and died the following year in '"", ""'Leonid Arkadievich Desyatnikov (Russian: Леони́д Арка́дьевич Деся́тников, born: 16 October 1955, Kharkiv) is a Russian composer who first made a reputation with a number of film scores, then achieving greater fame when his controversial opera Rosenthal's Children was premiered at the Bolshoi Theatre in '"", ""'An assassination attempt was made upon Leonid Brezhnev on 22 January 1969, when a deserter from the Soviet Army, Viktor Ilyin, fired shots at a motorcade carrying the Soviet leader through '"", ""'Leonid Rudenko (Russian: Леонид Руденко, born in 1985), better known by his stage name, Rudenko, is a record producer and DJ from Russia, who was born and raised in '"", ""'He studied the violin with David Oistrakh and Leonid Kogan and took the first prize and gold medal in the 1982 Tchaikovsky Competition in '"", ""'One month after Peskov's death, an exhibition of three hundred cartoons was organized by Leonid Tishov in his private gallery in '"", ""'Moderately critical of Soviet leader Mikhail Gorbachev and still more so of rising independent politician Boris Yeltsin in his capacity as editor, Afanasyev was dismissed from his high position at Pravda after a period of falling circulation and a negative official reaction to the newspaper's highlighting Boris Yeltsin's troubles with alcohol during the Gorbachev administration in 1989 and spent the remaining half-decade of his life working for the national Academy of Sciences in '"", ""'He entered politics in 1991 as a member of Vladimir Zhirinovsky's Liberal Democratic Party of Russia and working in the party offices in '""]"
Mumbai,"'Closer home, a man called Irshaad made a movie titled Taxi Taxie, casting Amol Palekar in the lead as a taxi driver operating in the metropolis of '","[""'Karim Lala (1911 - February 19, 2002), born as Abdul Karim Sher Khan in Kunar province of Afghanistan, The First King Of Indian Mafia and the The Last King Of Pathans, The Silent Ruler of the streets of '"", ""'Karim Lala and his fellow Mafia leaders were based in '"", ""'Karim Lala, a Pathan, had the ubiquitous distinction of being the first underworld don of '"", ""'While it would be easy to romanticise the philanthropic work done by Karim Lala, it may be recalled that Lala and his men introduced inter-gangrivalry and brought violence to the streets of '"", ""'Page 3 is a 2005 Indian drama film directed by Madhur Bhandarkar and produced by Bobby Pushkarna and Kavita Pushkarna about the Page 3 culture and media in the city of '""]"
